transaction_id,customer_id,product_id,name,date,sales_agent,category,price,quantity,total_amount
TXN000108,CUST004567,PROD0178,Francis Santos,2025-05-20,Diana Mendoza,Home,1957.5,1,1957.5
TXN000109,CUST002103,PROD0095,Roldan Ramos,2025-06-06,Fiona Lopez,Food,605.0,3,1815.0
TXN000110,CUST004757,PROD0086,Paul Santos,2024-07-15,Charlie Reyes,Food,472.5,4,1890.0
TXN000111,CUST001739,PROD0181,Hannah Taylor,2025-04-29,Gabriel Ramos,Home,585.0,1,585.0
TXN000112,CUST004094,PROD0128,Rowena Mercado,2025-10-04,Ethan Torres,Beauty,607.5,2,1215.0
TXN000113,CUST001902,PROD0166,Roldan Pascual,2024-10-11,Hannah Dizon,Home,7830.0,4,31320.0
TXN000114,CUST001571,PROD0148,Elizabeth Lewis,2026-01-29,Alex Santos,Beauty,972.0,3,2916.0
TXN000115,CUST003368,PROD0010,Lauren Lewis,2024-06-22,Charlie Reyes,Electronics,4725.0,2,9450.0
TXN000116,CUST003280,PROD0145,Nicole Manalo,2025-06-14,Charlie Reyes,Beauty,648.0,4,2592.0
TXN000117,CUST004611,PROD0005,Liza Ramos,2024-11-28,Charlie Reyes,Electronics,2699.1,2,5398.2
TXN000118,CUST000509,PROD0145,Jasmine Dizon,2025-08-21,Fiona Lopez,Beauty,648.0,3,1944.0
TXN000119,CUST000192,PROD0103,John Dela Cruz,2024-09-07,Hannah Dizon,Food,242.0,5,1210.0
TXN000120,CUST000305,PROD0111,Gilbert Aquino,2026-03-13,Hannah Dizon,Food,132.0,1,132.0
TXN000121,CUST000550,PROD0088,Mary Reyes,2026-04-18,Beatriz Cruz,Food,472.5,2,945.0
TXN000122,CUST000317,PROD0015,Charles Martin,2024-12-22,Diana Mendoza,Electronics,19575.0,3,58725.0
TXN000123,CUST002535,PROD0157,Jose Castro,2024-06-26,Hannah Dizon,Beauty,135.0,4,540.0
TXN000124,CUST004909,PROD0122,Jasmine Castro,2024-11-07,Beatriz Cruz,Beauty,1147.5,4,4590.0
TXN000125,CUST001494,PROD0187,Joseph Lee,2024-08-07,Diana Mendoza,Home,1210.0,2,2420.0
TXN000126,CUST001895,PROD0151,John Santiago,2026-03-05,Beatriz Cruz,Beauty,715.0,5,3575.0
TXN000127,CUST001291,PROD0148,Mary Villanueva,2025-06-14,Charlie Reyes,Beauty,972.0,1,972.0
TXN000128,CUST000021,PROD0087,Nicole Garcia,2025-01-08,Alex Santos,Food,385.0,4,1540.0
TXN000129,CUST000697,PROD0041,Robert Martin,2024-11-17,Gabriel Ramos,Clothing,2249.1,1,2249.1
TXN000130,CUST000456,PROD0144,Aldrin Valenzuela,2024-09-29,Charlie Reyes,Beauty,742.5,5,3712.5
TXN000131,CUST001911,PROD0168,Michael Aquino,2025-09-10,Hannah Dizon,Home,7830.0,3,23490.0
TXN000132,CUST001490,PROD0117,Joshua Gonzalez,2024-07-18,Fiona Lopez,Food,252.0,3,756.0
TXN000133,CUST004585,PROD0083,Megan Taylor,2025-10-08,Hannah Dizon,Food,495.0,2,990.0
TXN000134,CUST004486,PROD0038,Christine Rodriguez,2024-07-26,Gabriel Ramos,Electronics,1147.5,2,2295.0
TXN000135,CUST001235,PROD0041,Joshua Torres,2026-05-03,Alex Santos,Clothing,2249.1,1,2249.1
TXN000136,CUST001372,PROD0108,Andrew Davis,2026-01-04,Alex Santos,Food,540.0,3,1620.0
TXN000137,CUST002120,PROD0107,Noel Castro,2026-05-14,Gabriel Ramos,Food,440.0,3,1320.0
TXN000138,CUST004123,PROD0149,Mary Mendoza,2025-04-20,Charlie Reyes,Beauty,585.0,3,1755.0
TXN000139,CUST004023,PROD0105,Angelo Soriano,2024-06-06,Gabriel Ramos,Food,360.0,1,360.0
TXN000140,CUST003495,PROD0068,Angelo Valenzuela,2025-08-17,Charlie Reyes,Clothing,1890.0,3,5670.0
TXN000141,CUST002807,PROD0046,Eduardo Mercado,2025-05-29,Hannah Dizon,Clothing,673.65,2,1347.3
TXN000142,CUST003712,PROD0141,William Moore,2025-09-12,Ethan Torres,Beauty,495.0,4,1980.0
TXN000143,CUST004054,PROD0141,Nicole Rodriguez,2025-11-24,Ethan Torres,Beauty,495.0,1,495.0
TXN000144,CUST003617,PROD0001,Joshua Bautista,2026-05-07,Ethan Torres,Electronics,40500.0,4,162000.0
TXN000145,CUST002606,PROD0123,Princess Dizon,2025-09-15,Hannah Dizon,Beauty,935.0,1,935.0
TXN000146,CUST003556,PROD0023,Antonio Villanueva,2024-10-16,Hannah Dizon,Electronics,2025.0,2,4050.0
TXN000147,CUST004471,PROD0079,Brian Brown,2024-10-29,Gabriel Ramos,Clothing,429.0,5,2145.0
TXN000148,CUST000503,PROD0154,Grace Ocampo,2024-10-10,Charlie Reyes,Beauty,1201.5,4,4806.0
TXN000149,CUST000584,PROD0182,Hannah Thompson,2026-03-14,Gabriel Ramos,Home,877.5,3,2632.5
TXN000150,CUST000980,PROD0113,Mary Tomas,2024-06-20,Alex Santos,Food,432.0,3,1296.0
TXN000151,CUST001605,PROD0127,Christopher Martinez,2024-08-08,Gabriel Ramos,Beauty,495.0,1,495.0
TXN000152,CUST002742,PROD0100,Patricia Lopez,2025-07-05,Alex Santos,Food,810.0,2,1620.0
TXN000153,CUST000609,PROD0177,Mark Espiritu,2026-03-11,Gabriel Ramos,Home,1305.0,4,5220.0
TXN000154,CUST002504,PROD0121,Grace Villanueva,2026-01-05,Fiona Lopez,Beauty,765.0,1,765.0
TXN000155,CUST001183,PROD0120,Christian Santos,2026-01-10,Diana Mendoza,Food,378.0,1,378.0
TXN000156,CUST001428,PROD0195,Arnel Soriano,2025-02-16,Charlie Reyes,Home,198.0,5,990.0
TXN000157,CUST002958,PROD0061,Noel Valenzuela,2025-06-10,Ethan Torres,Clothing,1439.1,1,1439.1
TXN000158,CUST003268,PROD0005,Aldrin Aquino,2024-08-18,Beatriz Cruz,Electronics,2699.1,5,13495.5
TXN000159,CUST004558,PROD0175,Juan Mercado,2025-02-15,Alex Santos,Home,1045.0,5,5225.0
TXN000160,CUST003605,PROD0001,Kevin Garcia,2026-05-13,Beatriz Cruz,Electronics,40500.0,4,162000.0
TXN000161,CUST000010,PROD0178,Donald Brown,2025-11-01,Gabriel Ramos,Home,1957.5,4,7830.0
TXN000162,CUST000842,PROD0094,Jasmine Santiago,2024-11-14,Alex Santos,Food,742.5,4,2970.0
TXN000163,CUST003829,PROD0167,Juan Soriano,2024-09-06,Alex Santos,Home,6380.0,4,25520.0
TXN000164,CUST002337,PROD0015,Kevin Lopez,2025-03-11,Diana Mendoza,Electronics,19575.0,2,39150.0
TXN000165,CUST003479,PROD0141,Jessica Gonzales,2026-01-06,Fiona Lopez,Beauty,495.0,4,1980.0
TXN000166,CUST004892,PROD0098,Paul Taylor,2025-08-30,Charlie Reyes,Food,810.0,3,2430.0
TXN000167,CUST003378,PROD0022,Antonio Ramos,2026-04-09,Alex Santos,Electronics,2025.0,3,6075.0
TXN000168,CUST000552,PROD0024,Jayson Valenzuela,2024-06-28,Alex Santos,Electronics,2025.0,1,2025.0
TXN000169,CUST003842,PROD0014,John Garcia,2024-09-09,Hannah Dizon,Electronics,19575.0,5,97875.0
TXN000170,CUST002967,PROD0008,Nicole Espiritu,2024-11-20,Alex Santos,Electronics,4048.65,3,12145.95
TXN000171,CUST000394,PROD0039,Paul Espiritu,2025-05-15,Ethan Torres,Electronics,1147.5,5,5737.5
TXN000172,CUST003880,PROD0042,Kenneth Jackson,2026-04-26,Diana Mendoza,Clothing,3373.65,5,16868.25
TXN000173,CUST001439,PROD0009,James Smith,2024-08-15,Alex Santos,Electronics,3150.0,2,6300.0
TXN000174,CUST003856,PROD0094,Jessica Aquino,2026-02-22,Hannah Dizon,Food,742.5,3,2227.5
TXN000175,CUST003775,PROD0173,Mark Mendoza,2026-05-03,Fiona Lopez,Home,855.0,2,1710.0
TXN000176,CUST004909,PROD0109,Jasmine Castro,2025-04-18,Hannah Dizon,Food,108.0,3,324.0
TXN000177,CUST002085,PROD0195,Jessica Espiritu,2024-11-11,Fiona Lopez,Home,198.0,2,396.0
TXN000178,CUST003143,PROD0170,Daniel Thompson,2026-04-18,Ethan Torres,Home,1620.0,2,3240.0
TXN000179,CUST000461,PROD0073,Charles Lopez,2024-08-17,Gabriel Ramos,Clothing,585.0,3,1755.0
TXN000180,CUST000926,PROD0090,Kenneth Smith,2024-12-26,Hannah Dizon,Food,243.0,3,729.0
TXN000181,CUST000323,PROD0175,Althea Dizon,2025-06-03,Beatriz Cruz,Home,1045.0,2,2090.0
TXN000182,CUST001953,PROD0118,Megan Hernandez,2026-02-10,Diana Mendoza,Food,378.0,4,1512.0
TXN000183,CUST003472,PROD0193,Rowena Soriano,2025-07-02,Hannah Dizon,Home,162.0,4,648.0
TXN000184,CUST004372,PROD0030,Brian Davis,2026-04-16,Gabriel Ramos,Electronics,43200.0,1,43200.0
TXN000185,CUST004344,PROD0082,Grace Lopez,2025-05-10,Hannah Dizon,Food,607.5,1,607.5
TXN000186,CUST003751,PROD0078,Madison Davis,2026-01-27,Alex Santos,Clothing,526.5,3,1579.5
TXN000187,CUST004268,PROD0077,Reynaldo Tomas,2026-02-13,Gabriel Ramos,Clothing,351.0,5,1755.0
TXN000188,CUST004171,PROD0021,Antonio Ocampo,2025-03-01,Ethan Torres,Electronics,1350.0,5,6750.0
TXN000189,CUST000286,PROD0132,Antonio Ocampo,2024-07-22,Diana Mendoza,Beauty,538.65,3,1615.95
TXN000190,CUST004124,PROD0103,Rowena Bautista,2024-11-15,Ethan Torres,Food,242.0,1,242.0
TXN000191,CUST002913,PROD0114,Jessica Mercado,2025-02-09,Ethan Torres,Food,648.0,3,1944.0
TXN000192,CUST000220,PROD0145,Princess Santiago,2026-02-15,Gabriel Ramos,Beauty,648.0,2,1296.0
TXN000193,CUST001497,PROD0067,Princess Torres,2025-06-10,Diana Mendoza,Clothing,1540.0,3,4620.0
TXN000194,CUST001191,PROD0113,Jose Ocampo,2026-01-19,Beatriz Cruz,Food,432.0,1,432.0
TXN000195,CUST000955,PROD0024,Roldan Ocampo,2026-05-02,Alex Santos,Electronics,2025.0,5,10125.0
TXN000196,CUST003047,PROD0178,Joseph Jackson,2024-08-04,Ethan Torres,Home,1957.5,4,7830.0
TXN000197,CUST003476,PROD0131,Donald Williams,2026-02-07,Fiona Lopez,Beauty,438.9,5,2194.5
TXN000198,CUST001822,PROD0043,John Mercado,2024-08-10,Diana Mendoza,Clothing,2748.9,3,8246.7
TXN000199,CUST004726,PROD0106,Paul Lee,2024-09-21,Diana Mendoza,Food,540.0,1,540.0
TXN000200,CUST003719,PROD0186,Reynaldo Soriano,2026-05-05,Diana Mendoza,Home,1485.0,3,4455.0
TXN000201,CUST004358,PROD0003,Taylor Martinez,2024-07-03,Charlie Reyes,Electronics,60750.0,2,121500.0
TXN000202,CUST003430,PROD0068,Andrew Lewis,2024-10-29,Fiona Lopez,Clothing,1890.0,5,9450.0
TXN000203,CUST004058,PROD0170,Jayson Valenzuela,2024-10-08,Alex Santos,Home,1620.0,3,4860.0
TXN000204,CUST002719,PROD0076,Taylor Jones,2025-12-04,Charlie Reyes,Clothing,877.5,5,4387.5
TXN000205,CUST004236,PROD0124,Liza Soriano,2025-12-06,Beatriz Cruz,Beauty,1147.5,5,5737.5
TXN000206,CUST001155,PROD0017,Jasmine Cruz,2025-03-08,Hannah Dizon,Electronics,4860.0,3,14580.0
TXN000207,CUST004988,PROD0187,Madison Williams,2025-11-27,Ethan Torres,Home,1210.0,4,4840.0
TXN000208,CUST002499,PROD0099,Christian Soriano,2024-05-29,Ethan Torres,Food,660.0,2,1320.0
TXN000209,CUST004784,PROD0064,Paul Rodriguez,2025-09-02,Beatriz Cruz,Clothing,2158.65,4,8634.6
TXN000210,CUST004487,PROD0065,Noel Bautista,2026-04-22,Hannah Dizon,Clothing,1260.0,2,2520.0
TXN000211,CUST000661,PROD0068,Timothy Clark,2025-08-07,Beatriz Cruz,Clothing,1890.0,4,7560.0
TXN000212,CUST001501,PROD0128,Rowena Tomas,2025-05-03,Alex Santos,Beauty,607.5,3,1822.5
TXN000213,CUST002820,PROD0037,Eduardo Ramos,2026-02-19,Charlie Reyes,Electronics,765.0,4,3060.0
TXN000214,CUST003654,PROD0110,Aldrin Dizon,2026-02-17,Hannah Dizon,Food,162.0,5,810.0
TXN000215,CUST004439,PROD0135,Arnel Aquino,2025-09-08,Hannah Dizon,Beauty,649.0,3,1947.0
TXN000216,CUST002402,PROD0072,Patricia Torres,2025-04-26,Ethan Torres,Clothing,403.65,4,1614.6
TXN000217,CUST002416,PROD0018,John Martinez,2025-01-20,Ethan Torres,Electronics,7290.0,1,7290.0
TXN000218,CUST000947,PROD0157,James Clark,2024-10-10,Diana Mendoza,Beauty,135.0,4,540.0
TXN000219,CUST000027,PROD0177,Charles Lee,2025-04-25,Gabriel Ramos,Home,1305.0,2,2610.0
TXN000220,CUST003717,PROD0086,Paul Wilson,2026-04-03,Beatriz Cruz,Food,472.5,5,2362.5
TXN000221,CUST001711,PROD0065,Maria Soriano,2025-06-13,Diana Mendoza,Clothing,1260.0,5,6300.0
TXN000222,CUST004939,PROD0007,Michelle Manalo,2024-09-14,Charlie Reyes,Electronics,4048.65,3,12145.95
TXN000223,CUST004326,PROD0074,Noel Manalo,2025-03-21,Hannah Dizon,Clothing,877.5,5,4387.5
TXN000224,CUST001986,PROD0109,Patricia De Leon,2026-04-09,Fiona Lopez,Food,108.0,4,432.0
TXN000225,CUST000974,PROD0018,Daniel Davis,2025-05-27,Gabriel Ramos,Electronics,7290.0,5,36450.0
TXN000226,CUST003294,PROD0035,Angelo Manalo,2026-05-16,Charlie Reyes,Electronics,2430.0,2,4860.0
TXN000227,CUST000509,PROD0120,Jasmine Dizon,2024-06-21,Gabriel Ramos,Food,378.0,3,1134.0
TXN000228,CUST002068,PROD0133,Liza Valenzuela,2024-06-23,Fiona Lopez,Beauty,531.0,2,1062.0
TXN000229,CUST000837,PROD0097,Michelle Manalo,2024-06-28,Charlie Reyes,Food,540.0,2,1080.0
TXN000230,CUST003683,PROD0163,Reynaldo Garcia,2025-03-26,Diana Mendoza,Home,385.0,2,770.0
TXN000231,CUST000434,PROD0055,Kenneth White,2025-08-17,Charlie Reyes,Clothing,878.9,4,3515.6
TXN000232,CUST000553,PROD0138,Patricia De Leon,2025-07-21,Charlie Reyes,Beauty,648.0,3,1944.0
TXN000233,CUST002444,PROD0117,Aldrin Valenzuela,2025-05-19,Gabriel Ramos,Food,252.0,2,504.0
TXN000234,CUST000514,PROD0027,John Mercado,2024-10-04,Beatriz Cruz,Electronics,1620.0,2,3240.0
TXN000235,CUST004454,PROD0179,Charles Brown,2024-06-07,Hannah Dizon,Home,1595.0,5,7975.0
TXN000236,CUST001524,PROD0143,Paul Garcia,2025-10-05,Alex Santos,Beauty,605.0,4,2420.0
TXN000237,CUST003410,PROD0020,Matthew Thomas,2025-04-15,Ethan Torres,Electronics,7290.0,3,21870.0
TXN000238,CUST004184,PROD0085,Jessica Garcia,2025-10-31,Gabriel Ramos,Food,315.0,4,1260.0
TXN000239,CUST001898,PROD0091,Arnel Aquino,2025-08-10,Fiona Lopez,Food,198.0,3,594.0
TXN000240,CUST000655,PROD0134,Reynaldo Tomas,2024-06-22,Charlie Reyes,Beauty,796.5,5,3982.5
